ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,Facility_ID
2026-01-11,9.184703001768268,3.4464818168806146,22.55502905292279,9.184703001768268,9.184703001768268,3.717384895553548,3.717384895553548,3.717384895553548,0.6003418510474361,0.6003418510474361,0.6003418510474361,3.117043044506112,3.117043044506112,3.117043044506112,0.0,0.0,0.0,12.902087897321817,01-24
2026-01-12,9.260553643468745,2.9764698694538603,22.31482122469845,9.260553643468745,9.260553643468745,3.4916670626611914,3.4916670626611914,3.4916670626611914,0.43067284383272714,0.43067284383272714,0.43067284383272714,3.0609942188284647,3.0609942188284647,3.0609942188284647,0.0,0.0,0.0,12.752220706129936,01-24
2026-01-13,9.336403881376278,1.8834481324566392,21.351233063243612,9.336403881376278,9.336403881376278,2.6684826802884247,2.6684826802884247,2.6684826802884247,-0.302981732355737,-0.302981732355737,-0.302981732355737,2.971464412644162,2.971464412644162,2.971464412644162,0.0,0.0,0.0,12.004886561664701,01-24
2026-01-14,9.412254119283809,2.822074503272501,21.070582742790716,9.412254119283809,9.412254119283809,1.974504371823213,1.974504371823213,1.974504371823213,-0.8797812304424779,-0.8797812304424779,-0.8797812304424779,2.854285602265691,2.854285602265691,2.854285602265691,0.0,0.0,0.0,11.386758491107022,01-24
2026-01-15,9.488104357191341,2.5319529661579074,21.864813140647247,9.488104357191341,9.488104357191341,2.652721292374025,2.652721292374025,2.652721292374025,-0.06328188378083843,-0.06328188378083843,-0.06328188378083843,2.7160031761548633,2.7160031761548633,2.7160031761548633,0.0,0.0,0.0,12.140825649565366,01-24
2026-01-16,9.563954595098874,2.740987671059556,21.457949898025017,9.563954595098874,9.563954595098874,2.8259748147889363,2.8259748147889363,2.8259748147889363,0.26229258300223174,0.26229258300223174,0.26229258300223174,2.563682231786705,2.563682231786705,2.563682231786705,0.0,0.0,0.0,12.38992940988781,01-24
2026-01-17,9.63980483426089,1.94340076093526,21.404039666832936,9.63980483426089,9.63980483426089,2.3574378482166134,2.3574378482166134,2.3574378482166134,-0.04726243130041544,-0.04726243130041544,-0.04726243130041544,2.4047002795170287,2.4047002795170287,2.4047002795170287,0.0,0.0,0.0,11.997242682477502,01-24
2026-01-18,9.715655073422907,2.429777604351404,22.233420092169187,9.715655073422907,9.715655073422907,2.8468740419853464,2.8468740419853464,2.8468740419853464,0.6003418510479146,0.6003418510479146,0.6003418510479146,2.2465321909374323,2.2465321909374323,2.2465321909374323,0.0,0.0,0.0,12.562529115408253,01-24
2026-01-19,9.791505312584922,2.8114861380627016,21.88102415395231,9.791505312584922,9.791505312584922,2.5272062697893927,2.5272062697893927,2.5272062697893927,0.4306728438322201,0.4306728438322201,0.4306728438322201,2.0965334259571726,2.0965334259571726,2.0965334259571726,0.0,0.0,0.0,12.318711582374315,01-24
2026-01-20,9.867355551746938,0.8031516868225825,21.176800282985262,9.867355551746938,9.867355551746938,1.658745867431784,1.658745867431784,1.658745867431784,-0.3029817323560874,-0.3029817323560874,-0.3029817323560874,1.9617275997878714,1.9617275997878714,1.9617275997878714,0.0,0.0,0.0,11.526101419178723,01-24
2026-01-21,9.943205791221505,0.9565037613952377,20.8459608203755,9.943205791221505,9.943205791221505,0.968823077410313,0.968823077410313,0.968823077410313,-0.8797812304420324,-0.8797812304420324,-0.8797812304420324,1.8486043078523453,1.8486043078523453,1.8486043078523453,0.0,0.0,0.0,10.912028868631818,01-24
2026-01-22,10.019056030696072,2.2181726260741814,21.889846990415666,10.019056030696072,10.019056030696072,1.6996509341809243,1.6996509341809243,1.6996509341809243,-0.06328188378261244,-0.06328188378261244,-0.06328188378261244,1.7629328179635368,1.7629328179635368,1.7629328179635368,0.0,0.0,0.0,11.718706964876997,01-24
2026-01-23,10.094906270170638,2.6763466538436864,21.375798676170557,10.094906270170638,10.094906270170638,1.971889357152264,1.971889357152264,1.971889357152264,0.26229258300141506,0.26229258300141506,0.26229258300141506,1.7095967741508487,1.7095967741508487,1.7095967741508487,0.0,0.0,0.0,12.066795627322902,01-24
2026-01-24,10.170756509645205,2.346043061400697,22.478529713228415,10.170756509645205,10.170756509645205,1.6451920175415076,1.6451920175415076,1.6451920175415076,-0.047262431300506905,-0.047262431300506905,-0.047262431300506905,1.6924544488420146,1.6924544488420146,1.6924544488420146,0.0,0.0,0.0,11.815948527186713,01-24
2026-01-25,10.246606748050562,3.259881833925997,22.61101115861296,10.246606748050562,10.246606748050562,2.314570198480805,2.314570198480805,2.314570198480805,0.6003418510480881,0.6003418510480881,0.6003418510480881,1.7142283474327171,1.7142283474327171,1.7142283474327171,0.0,0.0,0.0,12.561176946531367,01-24
2026-01-26,10.322456986455919,2.4699902743350792,22.743936405204064,10.322456986455919,10.322456986455919,2.207099976446801,2.207099976446801,2.207099976446801,0.4306728438318347,0.4306728438318347,0.4306728438318347,1.776427132614966,1.776427132614966,1.776427132614966,0.0,0.0,0.0,12.52955696290272,01-24
2026-01-27,10.398307224861275,2.383898934788097,22.49698963895428,10.398307224861275,10.398307224861275,1.5763201868646892,1.5763201868646892,1.5763201868646892,-0.30298173235748566,-0.30298173235748566,-0.30298173235748566,1.8793019192221747,1.8793019192221747,1.8793019192221747,0.0,0.0,0.0,11.974627411725965,01-24
2026-01-28,10.474157461304047,2.261063113947515,21.575031687514656,10.474157461304047,10.474157461304047,1.1420567894430103,1.1420567894430103,1.1420567894430103,-0.879781230443009,-0.879781230443009,-0.879781230443009,2.0218380198860193,2.0218380198860193,2.0218380198860193,0.0,0.0,0.0,11.616214250747058,01-24
2026-01-29,10.550007697746821,3.2816213838131274,22.238090188681653,10.550007697746821,10.550007697746821,2.138500341339907,2.138500341339907,2.138500341339907,-0.0632818837832312,-0.0632818837832312,-0.0632818837832312,2.201782225123138,2.201782225123138,2.201782225123138,0.0,0.0,0.0,12.688508039086727,01-24
2026-01-30,10.625857934189591,3.7368758585266484,22.606480262954957,10.625857934189591,10.625857934189591,2.6779972897496367,2.6779972897496367,2.6779972897496367,0.26229258300059843,0.26229258300059843,0.26229258300059843,2.4157047067490383,2.4157047067490383,2.4157047067490383,0.0,0.0,0.0,13.303855223939228,01-24
2026-01-31,10.701708170632365,3.9846498584531784,23.599470465418626,10.701708170632365,10.701708170632365,2.611831237508372,2.611831237508372,2.611831237508372,-0.0472624312999273,-0.0472624312999273,-0.0472624312999273,2.6590936688083,2.6590936688083,2.6590936688083,0.0,0.0,0.0,13.313539408140738,01-24
2026-02-01,10.777558405046955,4.80136632139992,24.11816468999344,10.777558405046955,10.777558405046955,3.526821813698708,3.526821813698708,3.526821813698708,0.6003418510485666,0.6003418510485666,0.6003418510485666,2.9264799626501414,2.9264799626501414,2.9264799626501414,0.0,0.0,0.0,14.304380218745663,01-24
2026-02-02,10.853408639461543,5.322281430157833,24.145506157198284,10.853408639461543,10.853408639461543,3.642260901462344,3.642260901462344,3.642260901462344,0.43067284383360294,0.43067284383360294,0.43067284383360294,3.211588057628741,3.211588057628741,3.211588057628741,0.0,0.0,0.0,14.495669540923888,01-24
2026-02-03,10.929258873876131,3.6730525498612168,24.457238562757208,10.929258873876131,10.929258873876131,3.204527306802981,3.204527306802981,3.204527306802981,-0.302981732357836,-0.302981732357836,-0.302981732357836,3.507509039160817,3.507509039160817,3.507509039160817,0.0,0.0,0.0,14.133786180679113,01-24
2026-02-04,11.005109108290721,3.4687604641063676,23.203657618791475,11.005109108290721,11.005109108290721,2.9271094808370224,2.9271094808370224,2.9271094808370224,-0.8797812304425637,-0.8797812304425637,-0.8797812304425637,3.806890711279586,3.806890711279586,3.806890711279586,0.0,0.0,0.0,13.932218589127743,01-24
2026-02-05,11.080959341942433,5.378662685978161,24.351222524632043,11.080959341942433,11.080959341942433,4.038857543831492,4.038857543831492,4.038857543831492,-0.06328188378193318,-0.06328188378193318,-0.06328188378193318,4.102139427613425,4.102139427613425,4.102139427613425,0.0,0.0,0.0,15.119816885773925,01-24
2026-02-06,11.156809575594146,5.8526701359814295,25.829872014896416,11.156809575594146,11.156809575594146,4.647920557894216,4.647920557894216,4.647920557894216,0.262292583000686,0.262292583000686,0.262292583000686,4.38562797489353,4.38562797489353,4.38562797489353,0.0,0.0,0.0,15.804730133488363,01-24
2026-02-07,11.23265980924586,6.491473133742534,25.258456161134085,11.23265980924586,11.23265980924586,4.602641263128727,4.602641263128727,4.602641263128727,-0.047262431300689904,-0.047262431300689904,-0.047262431300689904,4.649903694429417,4.649903694429417,4.649903694429417,0.0,0.0,0.0,15.835301072374588,01-24
2026-02-08,11.308510042897572,6.898921813072672,25.668224407025694,11.308510042897572,11.308510042897572,5.4882329035238016,5.4882329035238016,5.4882329035238016,0.6003418510470973,0.6003418510470973,0.6003418510470973,4.887891052476704,4.887891052476704,4.887891052476704,0.0,0.0,0.0,16.796742946421375,01-24
2026-02-09,11.38436027547819,6.6448024513304,26.74055461286464,11.38436027547819,11.38436027547819,5.523755902296861,5.523755902296861,5.523755902296861,0.4306728438333389,0.4306728438333389,0.4306728438333389,5.093083058463521,5.093083058463521,5.093083058463521,0.0,0.0,0.0,16.90811617777505,01-24
2026-02-10,11.460210508058811,6.26291871004655,26.50613326607131,11.460210508058811,11.460210508058811,4.956734542046684,4.956734542046684,4.956734542046684,-0.3029817323581864,-0.3029817323581864,-0.3029817323581864,5.25971627440487,5.25971627440487,5.25971627440487,0.0,0.0,0.0,16.416945050105497,01-24
2026-02-11,11.536060740639428,6.98546771349189,26.62588182287442,11.536060740639428,11.536060740639428,4.503143418510394,4.503143418510394,4.503143418510394,-0.8797812304429407,-0.8797812304429407,-0.8797812304429407,5.382924648953335,5.382924648953335,5.382924648953335,0.0,0.0,0.0,16.039204159149822,01-24
2026-02-12,11.611910973220047,7.047142973733119,26.394174473964757,11.611910973220047,11.611910973220047,5.395586146797442,5.395586146797442,5.395586146797442,-0.06328188378159355,-0.06328188378159355,-0.06328188378159355,5.458868030579035,5.458868030579035,5.458868030579035,0.0,0.0,0.0,17.00749712001749,01-24
2026-02-13,11.687761205087822,7.374860841694678,27.464059801089167,11.687761205087822,11.687761205087822,5.747124531109763,5.747124531109763,5.747124531109763,0.26229258300052055,0.26229258300052055,0.26229258300052055,5.4848319481092425,5.4848319481092425,5.4848319481092425,0.0,0.0,0.0,17.434885736197586,01-24
2026-02-14,11.763611436955596,6.7797228985635085,26.822014486153233,11.763611436955596,11.763611436955596,5.412033640465983,5.412033640465983,5.412033640465983,-0.047262431300110284,-0.047262431300110284,-0.047262431300110284,5.459296071766093,5.459296071766093,5.459296071766093,0.0,0.0,0.0,17.175645077421578,01-24
2026-02-15,11.839461668823372,7.698032201717157,27.444140697087086,11.839461668823372,11.839461668823372,5.982311511083884,5.982311511083884,5.982311511083884,0.6003418510475758,0.6003418510475758,0.6003418510475758,5.381969660036307,5.381969660036307,5.381969660036307,0.0,0.0,0.0,17.821773179907254,01-24
2026-02-16,11.915311900691147,8.514823043671903,27.234443344312524,11.915311900691147,11.915311900691147,5.684466075329607,5.684466075329607,5.684466075329607,0.43067284383283205,0.43067284383283205,0.43067284383283205,5.2537932314967755,5.2537932314967755,5.2537932314967755,0.0,0.0,0.0,17.599777976020754,01-24
2026-02-17,11.991162130695562,6.809579683272686,26.28421138143891,11.991162130695562,11.991162130695562,4.773924917046516,4.773924917046516,4.773924917046516,-0.3029817323590607,-0.3029817323590607,-0.3029817323590607,5.076906649405577,5.076906649405577,5.076906649405577,0.0,0.0,0.0,16.765087047742078,01-24
2026-02-18,12.067012360699977,6.179052318466469,26.013299691396792,12.067012360699977,12.067012360699977,3.9748035130160293,3.9748035130160293,3.9748035130160293,-0.8797812304416727,-0.8797812304416727,-0.8797812304416727,4.854584743457702,4.854584743457702,4.854584743457702,0.0,0.0,0.0,16.041815873716004,01-24
2026-02-19,12.142862590704388,6.633745649069539,26.11608825536616,12.142862590704388,12.142862590704388,4.527860607445474,4.527860607445474,4.527860607445474,-0.06328188378125392,-0.06328188378125392,-0.06328188378125392,4.591142491226728,4.591142491226728,4.591142491226728,0.0,0.0,0.0,16.67072319814986,01-24
2026-02-20,12.218712821266763,7.179229614572429,26.416238994060617,12.218712821266763,12.218712821266763,4.554105199187518,4.554105199187518,4.554105199187518,0.2622925830015125,0.2622925830015125,0.2622925830015125,4.2918126161860055,4.2918126161860055,4.2918126161860055,0.0,0.0,0.0,16.77281802045428,01-24
2026-02-21,12.294563051829133,6.390303203139625,25.779726674148083,12.294563051829133,12.294563051829133,3.9153367754753146,3.9153367754753146,3.9153367754753146,-0.047262431299530665,-0.047262431299530665,-0.047262431299530665,3.9625992067748452,3.9625992067748452,3.9625992067748452,0.0,0.0,0.0,16.209899827304447,01-24
2026-02-22,12.370413282391509,6.743700689723772,26.78233879035231,12.370413282391509,12.370413282391509,4.21045345213583,4.21045345213583,4.21045345213583,0.6003418510477492,0.6003418510477492,0.6003418510477492,3.610111601088082,3.610111601088082,3.610111601088082,0.0,0.0,0.0,16.58086673452734,01-24
2026-02-23,12.446263512953882,6.494186669446834,25.817478753568217,12.446263512953882,12.446263512953882,3.6720561409801253,3.6720561409801253,3.6720561409801253,0.4306728438324465,0.4306728438324465,0.4306728438324465,3.241383297147679,3.241383297147679,3.241383297147679,0.0,0.0,0.0,16.11831965393401,01-24
2026-02-24,12.52211374333723,4.896146788246061,24.80733779134566,12.52211374333723,12.52211374333723,2.5606992933873305,2.5606992933873305,2.5606992933873305,-0.3029817323552527,-0.3029817323552527,-0.3029817323552527,2.8636810257425833,2.8636810257425833,2.8636810257425833,0.0,0.0,0.0,15.08281303672456,01-24
2026-02-25,12.597963973720576,4.41964106101762,24.10399158624095,12.597963973720576,12.597963973720576,1.6045281213399654,1.6045281213399654,1.6045281213399654,-0.8797812304434721,-0.8797812304434721,-0.8797812304434721,2.4843093517834376,2.4843093517834376,2.4843093517834376,0.0,0.0,0.0,14.202492095060542,01-24
2026-02-26,12.673814204103927,4.47617502925408,24.119465762660063,12.673814204103927,12.673814204103927,2.047134362136184,2.047134362136184,2.047134362136184,-0.06328188378091429,-0.06328188378091429,-0.06328188378091429,2.1104162459170985,2.1104162459170985,2.1104162459170985,0.0,0.0,0.0,14.72094856624011,01-24
2026-02-27,12.749664434487272,4.875833346355669,24.276250463250275,12.749664434487272,12.749664434487272,2.011097572703958,2.011097572703958,2.011097572703958,0.2622925830006958,0.2622925830006958,0.2622925830006958,1.748804989703262,1.748804989703262,1.748804989703262,0.0,0.0,0.0,14.76076200719123,01-24
2026-02-28,12.825514662859467,4.247687664891675,24.390695418735753,12.825514662859467,12.825514662859467,1.3584951173893047,1.3584951173893047,1.3584951173893047,-0.04726243129962215,-0.04726243129962215,-0.04726243129962215,1.4057575486889269,1.4057575486889269,1.4057575486889269,0.0,0.0,0.0,14.184009780248772,01-24
2026-03-01,12.90136489123166,5.417250772115888,23.68983557971939,12.90136489123166,12.90136489123166,1.6872160270356127,1.6872160270356127,1.6872160270356127,0.6003418510459748,0.6003418510459748,0.6003418510459748,1.0868741759896379,1.0868741759896379,1.0868741759896379,0.0,0.0,0.0,14.588580918267272,01-24
2026-03-02,12.977215119603853,4.9611116684229355,24.169814431479242,12.977215119603853,12.977215119603853,1.2276063501670234,1.2276063501670234,1.2276063501670234,0.430672843832061,0.430672843832061,0.430672843832061,0.7969335063349623,0.7969335063349623,0.7969335063349623,0.0,0.0,0.0,14.204821469770877,01-24
2026-03-03,13.053065347976046,3.9563980046016867,23.250374193221134,13.053065347976046,13.053065347976046,0.23679505021587538,0.23679505021587538,0.23679505021587538,-0.302981732356651,-0.302981732356651,-0.302981732356651,0.5397767825725264,0.5397767825725264,0.5397767825725264,0.0,0.0,0.0,13.289860398191921,01-24
2026-03-04,13.128915575956086,3.892864074550097,22.18460263561944,13.128915575956086,13.128915575956086,-0.5615620885267633,-0.5615620885267633,-0.5615620885267633,-0.879781230442204,-0.879781230442204,-0.879781230442204,0.3182191419154406,0.3182191419154406,0.3182191419154406,0.0,0.0,0.0,12.567353487429322,01-24
2026-03-05,13.204765803936125,4.084278431335173,23.099273648382603,13.204765803936125,13.204765803936125,0.07070821541458899,0.07070821541458899,0.07070821541458899,-0.06328188377961629,-0.06328188377961629,-0.06328188377961629,0.1339900991942053,0.1339900991942053,0.1339900991942053,0.0,0.0,0.0,13.275474019350714,01-24
2026-03-06,13.28061603191616,4.051688320401339,22.627440390787083,13.28061603191616,13.28061603191616,0.24999710526273344,0.24999710526273344,0.24999710526273344,0.26229258300078334,0.26229258300078334,0.26229258300078334,-0.01229547773804988,-0.01229547773804988,-0.01229547773804988,0.0,0.0,0.0,13.530613137178895,01-24
2026-03-07,13.3564662598962,3.2088042274166257,23.249598349333358,13.3564662598962,13.3564662598962,-0.16839790622384015,-0.16839790622384015,-0.16839790622384015,-0.047262431300051054,-0.047262431300051054,-0.047262431300051054,-0.1211354749237891,-0.1211354749237891,-0.1211354749237891,0.0,0.0,0.0,13.18806835367236,01-24
2026-03-08,13.432316487893978,3.749539071732429,23.889684137601645,13.432316487893978,13.432316487893978,0.406233683066047,0.406233683066047,0.406233683066047,0.6003418510461482,0.6003418510461482,0.6003418510461482,-0.1941081679801012,-0.1941081679801012,-0.1941081679801012,0.0,0.0,0.0,13.838550170960024,01-24
2026-03-09,13.508166715891756,4.2814612082249965,23.544349550429082,13.508166715891756,13.508166715891756,0.19686216154949682,0.19686216154949682,0.19686216154949682,0.43067284383167564,0.43067284383167564,0.43067284383167564,-0.2338106822821788,-0.2338106822821788,-0.2338106822821788,0.0,0.0,0.0,13.705028877441253,01-24
2026-03-10,13.58401694388953,3.643134277777754,21.935688541873596,13.58401694388953,13.58401694388953,-0.5467521083799375,-0.5467521083799375,-0.5467521083799375,-0.3029817323570014,-0.3029817323570014,-0.3029817323570014,-0.24377037602293614,-0.24377037602293614,-0.24377037602293614,0.0,0.0,0.0,13.037264835509593,01-24
2026-03-11,13.659867171887308,3.3075493301886283,23.00796056116073,13.659867171887308,13.659867171887308,-1.108113208264859,-1.108113208264859,-1.108113208264859,-0.8797812304425809,-0.8797812304425809,-0.8797812304425809,-0.2283319778222781,-0.2283319778222781,-0.2283319778222781,0.0,0.0,0.0,12.551753963622449,01-24
2026-03-12,13.735717403563887,4.009653843847401,23.60678742701848,13.735717403563887,13.735717403563887,-0.255805838174882,-0.255805838174882,-0.255805838174882,-0.06328188378234867,-0.06328188378234867,-0.06328188378234867,-0.19252395439253334,-0.19252395439253334,-0.19252395439253334,0.0,0.0,0.0,13.479911565389006,01-24
2026-03-13,13.811567635240467,4.0432381936254735,23.869446559872472,13.811567635240467,13.811567635240467,0.12038446250434312,0.12038446250434312,0.12038446250434312,0.26229258300087094,0.26229258300087094,0.26229258300087094,-0.14190812049652782,-0.14190812049652782,-0.14190812049652782,0.0,0.0,0.0,13.93195209774481,01-24
2026-03-14,13.887417866917042,4.217763448477577,23.38168345979756,13.887417866917042,13.887417866917042,-0.12967935021070853,-0.12967935021070853,-0.12967935021070853,-0.04726243130081361,-0.04726243130081361,-0.04726243130081361,-0.08241691890989493,-0.08241691890989493,-0.08241691890989493,0.0,0.0,0.0,13.757738516706334,01-24
2026-03-15,13.96326809758147,5.076868639145913,24.831722572696172,13.96326809758147,13.96326809758147,0.5801587693473882,0.5801587693473882,0.5801587693473882,0.6003418510469319,0.6003418510469319,0.6003418510469319,-0.02018308169954367,-0.02018308169954367,-0.02018308169954367,0.0,0.0,0.0,14.543426866928858,01-24
2026-03-16,14.03911832824589,4.826188950588821,24.536351511629224,14.03911832824589,14.03911832824589,0.469306314546311,0.469306314546311,0.469306314546311,0.4306728438311687,0.4306728438311687,0.4306728438311687,0.03863347071514228,0.03863347071514228,0.03863347071514228,0.0,0.0,0.0,14.5084246427922,01-24
2026-03-17,14.114968558910316,3.9590678118779574,23.121295703428572,14.114968558910316,14.114968558910316,-0.21496510022221707,-0.21496510022221707,-0.21496510022221707,-0.3029817323578756,-0.3029817323578756,-0.3029817323578756,0.08801663213565855,0.08801663213565855,0.08801663213565855,0.0,0.0,0.0,13.900003458688099,01-24
2026-03-18,14.190818789574736,3.800499682741918,22.956513573128273,14.190818789574736,14.190818789574736,-0.75752294092059,-0.75752294092059,-0.75752294092059,-0.879781230442958,-0.879781230442958,-0.879781230442958,0.12225828952236793,0.12225828952236793,0.12225828952236793,0.0,0.0,0.0,13.433295848654147,01-24
2026-03-19,14.266669019719858,4.869024684095071,23.90974483362177,14.266669019719858,14.266669019719858,0.07282933830332934,0.07282933830332934,0.07282933830332934,-0.06328188378105065,-0.06328188378105065,-0.06328188378105065,0.13611122208438,0.13611122208438,0.13611122208438,0.0,0.0,0.0,14.339498358023187,01-24
2026-03-20,14.342519249864978,4.973772401997218,24.31974887364422,14.342519249864978,14.342519249864978,0.387219240664307,0.387219240664307,0.387219240664307,0.2622925830009585,0.2622925830009585,0.2622925830009585,0.12492665766334851,0.12492665766334851,0.12492665766334851,0.0,0.0,0.0,14.729738490529284,01-24
2026-03-21,14.4183694800101,4.815746312144525,23.665670279327813,14.4183694800101,14.4183694800101,0.037510496885439,0.037510496885439,0.037510496885439,-0.04726243130023404,-0.04726243130023404,-0.04726243130023404,0.08477292818567303,0.08477292818567303,0.08477292818567303,0.0,0.0,0.0,14.455879976895538,01-24
2026-03-22,14.49421971015522,4.963603715989634,25.084749073879227,14.49421971015522,14.49421971015522,0.6128741167470493,0.6128741167470493,0.6128741167470493,0.6003418510471054,0.6003418510471054,0.6003418510471054,0.012532265699943899,0.012532265699943899,0.012532265699943899,0.0,0.0,0.0,15.107093826902268,01-24
2026-03-23,14.570069941195674,5.819770235643525,24.69886239956967,14.570069941195674,14.570069941195674,0.336646300480073,0.336646300480073,0.336646300480073,0.4306728438330584,0.4306728438330584,0.4306728438330584,-0.09402654335298541,-0.09402654335298541,-0.09402654335298541,0.0,0.0,0.0,14.906716241675747,01-24
2026-03-24,14.64592017223613,4.821109891431899,24.202136559129716,14.64592017223613,14.64592017223613,-0.5391829286047751,-0.5391829286047751,-0.5391829286047751,-0.30298173235459164,-0.30298173235459164,-0.30298173235459164,-0.23620119625018338,-0.23620119625018338,-0.23620119625018338,0.0,0.0,0.0,14.106737243631354,01-24
2026-03-25,14.721770403276583,4.364623117005553,23.503774209733884,14.721770403276583,14.721770403276583,-1.2941166203655103,-1.2941166203655103,-1.2941166203655103,-0.87978123044169,-0.87978123044169,-0.87978123044169,-0.4143353899238204,-0.4143353899238204,-0.4143353899238204,0.0,0.0,0.0,13.427653782911072,01-24
2026-03-26,14.797620634317038,4.303744090820161,23.923272161758614,14.797620634317038,14.797620634317038,-0.6911067082771882,-0.6911067082771882,-0.6911067082771882,-0.0632818837816694,-0.0632818837816694,-0.0632818837816694,-0.6278248244955189,-0.6278248244955189,-0.6278248244955189,0.0,0.0,0.0,14.10651392603985,01-24
2026-03-27,14.8734708631208,5.064701106789374,24.174737065017503,14.8734708631208,14.8734708631208,-0.6128563579565647,-0.6128563579565647,-0.6128563579565647,0.26229258300014185,0.26229258300014185,0.26229258300014185,-0.8751489409567065,-0.8751489409567065,-0.8751489409567065,0.0,0.0,0.0,14.260614505164236,01-24
2026-03-28,14.949321091924562,4.0995284945186885,23.363657437501033,14.949321091924562,14.949321091924562,-1.2011893423595164,-1.2011893423595164,-1.2011893423595164,-0.047262431300663044,-0.047262431300663044,-0.047262431300663044,-1.1539269110588533,-1.1539269110588533,-1.1539269110588533,0.0,0.0,0.0,13.748131749565045,01-24
2026-03-29,15.025171320728324,4.919855202989529,25.047002258574135,15.025171320728324,15.025171320728324,-0.8606538738121153,-0.8606538738121153,-0.8606538738121153,0.6003418510472789,0.6003418510472789,0.6003418510472789,-1.460995724859394,-1.460995724859394,-1.460995724859394,0.0,0.0,0.0,14.164517446916209,01-24
2026-03-30,15.101021549532089,4.31603068055545,24.089612993626098,15.101021549532089,15.101021549532089,-1.3618347797703947,-1.3618347797703947,-1.3618347797703947,0.4306728438325514,0.4306728438325514,0.4306728438325514,-1.792507623602946,-1.792507623602946,-1.792507623602946,0.0,0.0,0.0,13.739186769761695,01-24
2026-03-31,15.176871777998176,2.808712672840655,22.45813957196699,15.176871777998176,15.176871777998176,-2.4470253519243794,-2.4470253519243794,-2.4470253519243794,-0.30298173235546605,-0.30298173235546605,-0.30298173235546605,-2.144043619568913,-2.144043619568913,-2.144043619568913,0.0,0.0,0.0,12.729846426073797,01-24
